index,date,title,location,description,x,y,filmid
377,8/20/2014,Terminator Genesys,"Rooftop Stills: 223 Sutter St (WH Garage), 251 Post, Francis Hotel, 210 Post Motion Picture Plate: 223 Sutter St (White House Garage) St, Francis Hotel",Stills on rooftops VFX - Plate shot. Movie Camera on sticks,-122.4044618,37.7897058,33
357,8/4/2014,Terminator Genesys,Mission bet 1&2,Spider cam on 560 action 555 Mission Fearful actors,-122.3975684,37.7897769,33
378,8/21/2014,Terminator Genesys,"Rooftop Stills: 305 Grant, 580 CA, 555 Pine, 260 CA Motion Picture Plate: TBD",Stills on rooftops VFX - Plate shot. Movie Camera on sticks,-122.405705,37.789785,33
191,6/19/2015,Entropy,"Ext. Cornell Hotel de France, 715 Bush St., SF 94108 (near intersection with Powell)",Lead character walks EB on sidewalk (south side of Bush St.). Camera (operated by Steadicam) follows her,-122.40908,37.789867,12
193,6/19/2015,Entropy,"Ext. 828 Taylor St., SF 94108 (Between Pine St. & Bush St.)","Lead character walks SB on the east sidewalk of Taylor St., she bumps into two guys. All three characters continue walking south on Taylor towards Bush St. Scene ends at the NE corner of Taylor and Bush. All action takes place on sidewalks. Camera on Steadicam (on sidewalk) for all shots",-122.411911,37.7902374,12
340,10/29/2014,Americana,"33 Spruce Street San Francisco, CA",4 Days of Interiors All Interior Rooms,-122.4543991,37.7903023,4
425,3/25/2014,San Andreas,Grant Street at Bush Street / Vallejo Garage Roof (Vallejo at Powell),Plate shoots,-122.40554,37.7905802,26
192,6/19/2015,Entropy,"Ext. Bush St. & Grant Ave., SF 94108","Lead character walks EB on south side of Bush St. Camera (operated by Steadicam) looks  northbound, seeing Dragon's Gate in the background.",-122.4055378,37.790581,12
431,7/8/2014,San Andreas,Area around Grant between Bush & Market,LIDAR scans and plate shots with camera on tripod,-122.4055378,37.790581,26
253,9/28/2013,Godzilla,Bush @ Kearny; Mission @ Fremont; Eddy / Taylor,Envirocam still,-122.4040326,37.7907687,14
359,8/5/2014,Terminator Genesys,CA @ Larkin / CA @ Jones / Pineal Leavenworth,"Commence, on Sticks. Van drives by",-122.4190403,37.7907901,33
349,11/18/2014,Americana,3232 Jackson Ave. SF CA,Interior office scene evening kitchen scene,-122.4487991,37.7909317,4
356,8/4/2014,Terminator Genesys,CA. bet. Leavenworth to Powell,Wheeled cable car down St from Leavenworth to Powell. Precisiondriver buzz cable. 8-10 Cars,-122.4157561,37.7912013,33
354,8/4/2014,Terminator Genesys,CA. bet. Leavenworth to Powell,Wheeled cable car down St from Leavenworth to Powell. Precision driver buzz cable. 8-10 Cars,-122.4157561,37.7912013,33
297,3/12/2015,Steve Jobs,California St from Jones St to Mason St,Itc Intersections California St. Jones St to Mason St. Camera on tracks and Stree Rubber Wheeled Trolley on tracks,-122.4141039,37.7914191,30
265,4/16/2013,Need For Speed,California Street from Taylor to Powell Street,PREP 7am to 7pm on 4/16. SHOOT 7pm on 4/16 to 7am on 4/17. Car stunts on California St,-122.412457,37.7916085,20
266,4/17/2013,Need For Speed,California St from Taylor to Powell St & Mason St btwn Pine Street to Sacramento St,PREP 7am to 7pm on 4/17. SHOOT 7pm on 4/17 to 7am on 4/18. Car stunts on California St. Street closure on California btwn Powell/Taylor and on Mason btwn Pine/Sacr. St (8:00 pm - 5:30 am),-122.412457,37.7916085,20
283,8/26/2014,Ant-Man,Pine between Kearney and Davis,Driving shots - plate shots,-122.4042097,37.79169,5
124,7/30/2013,Dawn of the Planet of the Apes,CA Street between Mason to Kearny - B-ROLL style-w/ special VFX,Still photos of both sides of CA st. from Kearny to Mason,-122.4107908,37.7918336,10
380,8/23/2014,Terminator Genesys,Lane Closure Pine St. Between Market St. and Montgomery St. - Condors,VFX Camera on Condor scanning buildings,-122.4025092,37.7919289,33
298,3/12/2015,Steve Jobs,Powell St. from California St to Sutter St,Itc Intersections of Powell from California to Sutter. Camera & B6 in Street & on tracks,-122.4091691,37.7920516,30
49,4/18/2015,"Smile Again, Jenny  Lee","Huntington Park, Taylor St & California St - streets surrounding Huntington Park",Two characters sit on a bench for a discussion. One of the characters meets another character on the sidewalk outside the park.,-122.4120026,37.792099,29
361,8/5/2014,Terminator Genesys,Howard Embarcadero to 11st,Drive 645 dameraon sSticks,-122.3912003,37.7923297,33
360,8/3/2014,Terminator Genesys,2nd Unit Howard St. from Embarcadero to 11st,Process truck running shots on street plate shots,-122.3912003,37.7923297,33
149,7/2/2013,Quitters,"Tonga Room, 950 Mason",Dad and son have dinner,-122.4100952,37.7924232,23
307,2/26/2015,My Sunshine,"Cable Car Scene: 950 Mason St, San Francisco, CA 94108 *Fake Cable Car*","Sunshine, the leading actress is riding the fake cable car",-122.4100952,37.7924232,19
364,7/29/2014,Terminator Genesys,Pine St. Between Market St. and Kearny St & Front St. Between Market St. and Clay St,VFX. Camera on sticks scanning buildings,-122.3973481,37.7924947,33
376,8/19/2014,Terminator Genesys,"Rooftop Stills: 650 CA, 240 Stockton, 233 Grant, Grand Hyatt Motion Picture Plate: Pier 26",Stills on rooftops VFX - Plate shot. Movie Camera on sticks,-122.4055206,37.7925503,33
429,7/8/2014,San Andreas,Area around 555 California,LIDAR scans and plate shots with camera on tripod,-122.4038467,37.7925758,26
174,5/27/2015,The Sweet Life,Mason Street between Sacramento and Mason Street on the east side,Our hero runs out of the Fairmont Hotel or along the,-122.4109872,37.7927599,39
419,7/26/2015,Summertime,"""Ext Paul's Office"" Montgomery between California and Pine","2 principals bike to a Financial District Office Ext, filming on sidewalk only",-122.4026982,37.7929306,31
373,8/15/2014,Terminator Genesys,1 Market St. Landmark Building - Plate Shot,VFX - Plate shot .Movie camera on sticks in buildings,-122.3942337,37.7933693,33
379,8/22/2014,Terminator Genesys,"Rooftop Stills: 350 CA, 250 & 400 Montgomery, 1 CA, 278 Post Motion Picture Plate: TBD",Stills on rooftops VFX - Plate shot. Movie Camera on sticks,-122.4008102,37.7933884,33
375,8/17/2014,Terminator Genesys,Pier 14 - Motion Picture Plate **port parking,VFX - Plate shot. Movie camera on sticks,-122.391305,37.793601,33
363,7/29/2014,Terminator Genesys,California St. between Drumm St. and Kearny St. & Market St at Embarcadero Area,VFX. Camera on sticks scanning buildings,-122.3963702,37.7936571,33
157,10/12/2014,The 9th Life of Louis Drax,809 Clay Street - Clay above Grant street,"This shot - and all other shots - are basic establishing shots, no actors, just a tripod and camera. Scenic view of Chinatown. B-ROLL only",-122.4064755,37.7942059,35
381,8/21/2014,Terminator Genesys,Area around Embarcadero,"Stills on Sticks, Still camera on street",-122.3940201,37.7943459,33
433,7/8/2014,San Andreas,Area around Trans America pyramid,LIDAR scans and plate shots with camera on tripod,-122.4027328,37.7951584,26
367,8/4/2014,Terminator Genesys,"Mission Strret, Embarcadero, Front Between Clay and Market",VFX. Camera on sticks scanning buildings,-122.399173,37.795164,33
368,8/9/2014,Terminator Genesys,Front Street Between Clay St. and Market St,VFX. Still photography 2x120' condors scanning buildings,-122.3991461,37.7951733,33
369,8/9/2014,Terminator Genesys,Front Street Between Clay St. and Market St,VFX. Camera on sticks scanning buildings,-122.3991461,37.7951733,33
299,3/12/2015,Steve Jobs,Jackson St from Mason St. to Powell St,"Itc Intersections of Jackson from Mason - Powell Camera on Street & tracks Sidewalk, B6 Actors in Street",-122.4115381,37.7954019,30
211,6/19/2015,Entropy,"Ext. Buddha's Universal Church, 720 Washington St., SF 94108 (at intersection with)",Lead character walks WB on sidewalk (north side of Washington St.),-122.405365,37.7954407,12
417,7/25/2015,Summertime,"Sansome: Washington to Bush, Pine: Davis to Kearny, Bush: Kearny to Battery",Driving downtown. Camera mounted on picture car,-122.4016443,37.7957242,31
418,7/25/2015,Summertime,Chinatown: Stockton @ Jackson & Jackson toward Grant (Parking on Pacific),2 principals walk and look at food,-122.4082206,37.7958325,31
459,3/22/2014,Confessions,Vallejo Street btwn. Octovia & Lagund,Characters walk on sidewalk,-122.4285199,37.7960701,9
456,3/22/2014,Confessions,1980 Vallejo Street x Laguna Street,3 characters walk up to the building. Pan up a high-rise building. Camera might be placed across the street,-122.4299622,37.7962074,9
411,7/23/2015,Summertime,Broadway & Taylor Street intersection,Hero talent admire the SF view,-122.4135369,37.7970335,31
213,3/21/2013,Man From Reno,Himmelmann Pl/ Broadway,"Woman confronts tailing man in a parking lot, learns he's just a tabloid photographer",-122.41299,37.7971251,17
308,2/26/2015,My Sunshine,"Coffee Shop Scene: 596 Pacific Ave, San Francisco, CA 94133","While Sunshine and Mr. Ying are having a dinner, Jia's father rushes to the shop arguing about the right to adopt Jia. He shoots Mr. Ying. (Fake gun, no fires, no sound)",-122.405188,37.7971342,19
446,7/23/2014,San Andreas,"""Radioshack"" Asia Star Fantasy, 1126 Grant Ave",Characters look for a form of communication with LA in a post-quake trashed city,-122.4068087,37.7972455,26
280,8/26/2014,Ant-Man,Broadway between Powell and Davis,Driving shots - plate shots,-122.4102254,37.7973305,5
457,3/22/2014,Confessions,12 Saroyan Place/Tosca Caf¨¦ (242 Columbus Avenue),2 characters walk on the street,-122.4057955,37.7973723,9
455,3/22/2014,Confessions,261 Columbus Avenue x Sarayan Place,2 characters go into a bookstore,-122.4065781,37.7975998,9
430,7/8/2014,San Andreas,Area around Broadway & Kearny,LIDAR scans and plate shots with camera on tripod,-122.405493,37.7980217,26
341,11/3/2014,Americana,"Coi Restaurant, 373 Braodway, SF CA",Interior restaurant scene celebrating the completion of the film,-122.4033813,37.7980919,4
438,7/16/2014,San Andreas,"Vallejo St Garage, 766 Vallejo St",Characters watch from roof of garage as tsunami hits SF waterfront,-122.4097686,37.7985095,26
330,9/14/2014,The Portal Experiment,"2137 Greenwhich St. San Francisco, CA 94123",Ext. Mother checks her phone on Sidewalk (1 setup). Int. The woman collects her childs medicine and gives it to the kid,-122.4348606,37.7990366,38
16,9/16/2014,Age of Adaline,Montgomery / Green,Car drives up Green St turns onto Montgomery drives down hill thru Broadway with light. Traffic held at Vallejo St.,-122.4042398,37.8001101,1
121,7/27/2013,Dawn of the Planet of the Apes,Filbert St. between Hyde & Leavenworth,"Defender vehicle only, 3 photo dbls abandoned vehicles in an obstacle course on road for defender to drive over",-122.4192493,37.8001428,10
435,7/10/2014,San Andreas,Sidewalk next to Washington Square at Union & Columbus,Altashot ATV parked on sidewalk,-122.4101702,37.80031,26
434,7/8/2014,San Andreas,Area around Washington Square,LIDAR scans and plate shots with camera on tripod,-122.41008,37.8008385,26
444,7/22/2014,San Andreas,Hyde St @ Greenwich & Hyde St @ Lombard,"Characters walk to get a vantage point for Coit Tower. 250 actors walking ""fleeing"" the city after earthquake",-122.4194296,37.8010665,26
427,7/8/2014,San Andreas,Intersection of Lombard & Hyde,LIDAR scans with camera on tripod,-122.4196203,37.8019997,26
432,7/8/2014,San Andreas,Area around Coit Tower,LIDAR scans and plate shots with camera on tripod,-122.4058228,37.8027382,26
400,7/7/2015,Unleashed,2454 Hyde St. between Francisco St. and Chestnut St / Parking only,Man sprains ankle and is picked up and rescued by another man. All on private property,-122.4197235,37.8036652,42
281,8/26/2014,Ant-Man,Columbus between Bay and Washington,Driving shots - plate shots,-122.4172003,37.8051902,5
454,12/18/2014,San Andreas,Larkin @ Northpoint,Crowd scene. Crowd running from disaster,-122.4220001,37.8055101,26
293,8/18/2014,Ant-Man,"for information only: Presidio, Ft. Point & Conzelman Rd, Marin Headlands (GGNRA permit), have applied for SF Park & Rec permit at Marina Green for parking lot","Shoot day: day/dusk, character speaking at Ft. Point, camera car/process trailer on Conzelman Rd.",-122.477085,37.810516,5
450,7/23/2014,San Andreas,"Stage work, 47 Julian St",Sound stage work interiors only,-122.3038635,37.9285812,26
